school,division,school_division,latitude,longitude,10_or_more_absences,half_year_enrollment,rate_chronic_absence,free_reduced_lunch_eligible,eoy_avg_daily_membership,school_level_expenditures_per_pupil_federal,school_level_expenditures_per_pupil_state,division_level_expenditures_per_pupil_federal,division_level_expenditures_per_pupil_state,total_per_pupil_expenditures,total_expenditures,poverty_level,title1_code,percent_inexperienced_teachers,percent_out_of_field_teachers,percent_out_of_field_inexperienced_teachers,percent_econ_disadvantaged,teacher_BA,teacher_MA,teacher_PHD,provisional_percent,sol_pass_rate,percent_female_students,percent_male_students,percent_disabled_students,percent_not_disabled_students
Sterling Elementary,Loudoun County Public Schools,Sterling Elementary Loudoun County Public Schools,39.009114,-77.402694,45,416,10.82,61.9,432.09,1065,18727,13,2246,22051,9528015,Medium Poverty,Title I,8.5,0,0,0.6275862069,18,82,0,6.8,49.25,0.4942528736,0.5057471264,0.108045977,0.891954023
Sterling Middle,Loudoun County Public Schools,Sterling Middle Loudoun County Public Schools,39.000918,-77.405847,180,1074,16.76,71.8,1075.92,622,16160,13,2246,19041,20486307,High Poverty,Title I,3.8,3,0.8,0.7931671283,33,65,1,10.5,49.2,0.477818854,0.522181146,0.1246537396,0.8753462604
Steuart W. Weller Elementary,Loudoun County Public Schools,Steuart W. Weller Elementary Loudoun County Public Schools,39.042451,-77.454604,81,654,12.39,22.2,651.19,228,17037,13,2246,19524,12713634,Low Poverty,Non-Title I,1.3,0,0,0.2848297214,28,69,1,6.6,79.5,0.4860681115,0.5139318885,0.08978328173,0.9102167183
Stewartsville Elementary,Bedford County Public Schools,Stewartsville Elementary Bedford County Public Schools,37.271892,-79.789615,65,321,20.25,64.3,336.97,1185,7242,28,3585,12040,4056994,Medium Poverty,Title I,7.4,0,0,0.6647058824,59,41,0,3.7,65,0.5264705882,0.4735294118,0.1264705882,0.8735294118
Stone Bridge High,Loudoun County Public Schools,Stone Bridge High Loudoun County Public Schools,39.048844,-77.508724,254,1714,14.82,10.4,1721.98,420,15630,13,2246,18308,31525977,Low Poverty,Non-Title I,4.5,7.6,1.3,0.1477011494,25,70,4,7.6,86.8,0.4548591144,0.5451408856,0.1356321839,0.8643678161
Stone Hill Middle,Loudoun County Public Schools,Stone Hill Middle Loudoun County Public Schools,38.969542,-77.512358,91,1144,7.95,11.6,1143.39,230,13783,13,2246,16272,18605178,Low Poverty,Non-Title I,5.6,2.8,0,0.1309314587,35,59,3,10.3,83.6,0.4920913884,0.5079086116,0.06854130053,0.9314586995
Stone Middle,Fairfax County Public Schools,Stone Middle Fairfax County Public Schools,38.857529,-77.454774,97,702,13.82,31.7,701.69,504,12109,694,6054,19361,13585103,Medium Poverty,Non-Title I,1.6,9.7,0,0.3685714286,38,58,2,4.8,70.66666667,0.5365853659,0.4634146341,0.1914285714,0.8085714286
Stone Robinson Elementary,Albemarle County Public Schools,Stone Robinson Elementary Albemarle County Public Schools,38.010878,-78.396805,63,440,14.32,26.8,472.91,652,11365,471,3799,16286,7701871,Low Poverty,Non-Title I,6.7,4.4,0,0.2468085106,26,72,2,2.2,62.25,0.5223880597,0.4776119403,0.1595744681,0.8404255319
Stone Spring Elementary,Harrisonburg City Public Schools,Stone Spring Elementary Harrisonburg City Public Schools,38.415652,-78.874741,176,462,38.1,83.7,525.76,1200,9828,625,3535,15189,7985626,High Poverty,Title I,0,0,0,0.5778210117,53,47,0,0,41.75,0.4805447471,0.5194552529,0.1420233463,0.8579766537
Stonehouse Elementary,Williamsburg-James City County Public Schools,Stonehouse Elementary Williamsburg-James City County Public Schools,37.394673,-76.794265,58,772,7.51,23.5,753.51,923,7297,559,4980,13759,10367224,Low Poverty,Non-Title I,1.8,0,0,0.2506596306,28,69,0,1.8,80,0.5092348285,0.4907651715,0.1622691293,0.8377308707
Stonewall Elementary,Frederick County Public Schools,Stonewall Elementary Frederick County Public Schools,39.249784,-78.102822,51,353,14.45,41.7,363.53,926,13207,136,2885,17155,6236181,Medium Poverty,Title I,0,0,0,0.5923913043,51,49,0,9.3,53.25,0.5135869565,0.4864130435,0.1222826087,0.8777173913
Stonewall Jackson Elementary,Bristol City Public Schools,Stonewall Jackson Elementary Bristol City Public Schools,36.597544,-82.207105,56,187,29.95,93.9,244.9,2826,6677,150,3693,13346,3268377,High Poverty,Title I,0,7.7,0,0.5916666667,48,37,4,3.8,66,0.4375,0.5625,0.1083333333,0.8916666667
Stony Mill Elementary,Pittsylvania County Public Schools,Stony Mill Elementary Pittsylvania County Public Schools,36.640126,-79.5635,50,375,13.33,59,407.21,780,6751,336,3275,11142,4537274,Medium Poverty,Title I,5.6,0,0,0.5326876513,72,26,0,8.3,76,0.4648910412,0.5351089588,0.1041162228,0.8958837772
Stony Point Elementary,Albemarle County Public Schools,Stony Point Elementary Albemarle County Public Schools,38.111901,-78.369576,27,185,14.59,32.3,187.7,800,13657,471,3799,18727,3515095,Medium Poverty,Non-Title I,0,0,0,0.2925531915,38,58,0,0,69.5,0.4946808511,0.5053191489,0.07446808511,0.9255319149
Strasburg High,Shenandoah County Public Schools,Strasburg High Shenandoah County Public Schools,38.984415,-78.363196,237,571,41.51,28,563.43,325,7997,508,3618,12448,7013601,Low Poverty,Non-Title I,2,4.1,0,0.3636363636,48,50,2,6.1,71.75,0.4886164623,0.5113835377,0.1241258741,0.8758741259
Stratford Landing Elementary,Fairfax County Public Schools,Stratford Landing Elementary Fairfax County Public Schools,38.728106,-77.068837,56,701,7.99,23.3,728.18,436,9697,694,6054,16881,12292626,Low Poverty,Non-Title I,5.1,1.7,0,0.2316076294,19,77,0,13.6,75,0.4577656676,0.5422343324,0.1321525886,0.8678474114
Strawbridge Elementary,Virginia Beach City Public Schools,Strawbridge Elementary Virginia Beach City Public Schools,36.765911,-76.01812,66,595,11.09,18.8,599.15,1214,11389,0,0,12603,7551289,Low Poverty,Non-Title I,0,2.5,0,0.2128378378,48,48,0,5,87.5,0.4780405405,0.5219594595,0.09121621622,0.9087837838
Stuart Elementary,Patrick County Public Schools,Stuart Elementary Patrick County Public Schools,36.641232,-80.275441,52,344,15.12,69,375.76,1063,7221,708,3662,12654,4754789,Medium Poverty,Title I,0,0,0,0.5411140584,62,35,0,6.7,81.75,0.4986737401,0.5013262599,0.1803713528,0.8196286472
Stuart M. Beville Middle,Prince William County Public Schools,Stuart M. Beville Middle Prince William County Public Schools,38.658606,-77.355283,207,1102,18.78,59.4,1096.33,257,9518,571,3640,13986,15333140,Medium Poverty,Non-Title I,8.6,4.9,1.2,0.669699727,32,66,1,7.4,56.8,0.4858705561,0.5141294439,0.1565059145,0.8434940855
Stuarts Draft Elementary,Augusta County Public Schools,Stuarts Draft Elementary Augusta County Public Schools,38.047385,-79.007871,85,531,16.01,44.1,562.8,763,7313,653,3214,11942,6720922,Medium Poverty,Title I,2.4,0,0,0.4677419355,61,36,0,2.4,67.5,0.5017921147,0.4982078853,0.08243727599,0.917562724
Stuarts Draft High,Augusta County Public Schools,Stuarts Draft High Augusta County Public Schools,38.046591,-79.012502,116,710,16.34,32.1,689.07,194,8480,653,3214,12541,8641466,Medium Poverty,Non-Title I,3.1,3.1,0,0.3713080169,40,56,0,6.3,78.2,0.4725738397,0.5274261603,0.1153305204,0.8846694796
Stuarts Draft Middle,Augusta County Public Schools,Stuarts Draft Middle Augusta County Public Schools,38.044876,-79.009876,89,471,18.9,39.8,468.98,231,9010,653,3214,13107,6146928,Medium Poverty,Non-Title I,2.3,2.3,0,0.4353448276,37,59,2,4.5,66.4,0.4612068966,0.5387931034,0.1163793103,0.8836206897
Suburban Park Elementary,Norfolk City Public Schools,Suburban Park Elementary Norfolk City Public Schools,36.905586,-76.268249,105,396,26.52,95.9,448.14,2260,9697,645,3545,16147,7235981,High Poverty,Title I,2.3,0,0,0.6651685393,38,58,2,11.6,49.75,0.5191011236,0.4808988764,0.1146067416,0.8853932584
Sudley Elementary,Prince William County Public Schools,Sudley Elementary Prince William County Public Schools,38.792894,-77.487002,141,651,21.66,66.4,651.11,890,9833,571,3640,14934,9723770,Medium Poverty,Title I,17.9,5.4,3.6,0.6630434783,31,67,0,1.8,55,0.4658385093,0.5341614907,0.1226708075,0.8773291925
Suella G. Ellis Elementary,Prince William County Public Schools,Suella G. Ellis Elementary Prince William County Public Schools,38.766811,-77.508115,123,434,28.34,75.7,465.68,1705,10623,571,3640,16539,7701926,Medium Poverty,Title I,18.6,0,0,0.7024070022,54,43,2,11.6,55.75,0.4814004376,0.5185995624,0.1444201313,0.8555798687
Sugar Grove Elementary,Smyth County Public Schools,Sugar Grove Elementary Smyth County Public Schools,36.773323,-81.416461,19,92,20.65,78,100.77,3424,10269,591,2766,17050,1718130,Medium Poverty,Title I,7.1,0,0,0.5980392157,56,19,0,14.3,47.75,0.5,0.5,0.1764705882,0.8235294118
Sugarland Elementary,Loudoun County Public Schools,Sugarland Elementary Loudoun County Public Schools,39.036835,-77.383033,101,462,21.86,71,484.47,1304,19558,13,2246,23121,11201550,Medium Poverty,Title I,0,1.4,0,0.7817047817,16,77,5,2.8,58.5,0.4844074844,0.5155925156,0.08523908524,0.9147609148
Sully Elementary,Loudoun County Public Schools,Sully Elementary Loudoun County Public Schools,38.996647,-77.398513,106,452,23.45,84.3,465.61,1045,18067,13,2246,21370,9950308,High Poverty,Title I,4.5,0,0,0.8343949045,20,78,0,6,56.5,0.4872340426,0.5127659574,0.09341825902,0.906581741
Sunnyside Elementary,Dinwiddie County Public Schools,Sunnyside Elementary Dinwiddie County Public Schools,36.987646,-77.726804,41,249,16.47,58.4,264.29,1584,10989,197,2355,15125,3997497,Medium Poverty,Title I,0,0,0,0.7908745247,45,52,0,0,76,0.4904942966,0.5095057034,0.1292775665,0.8707224335
Sunrise Valley Elementary,Fairfax County Public Schools,Sunrise Valley Elementary Fairfax County Public Schools,38.940214,-77.320228,31,540,5.74,11.3,539.54,559,11087,694,6054,18394,9924500,Low Poverty,Non-Title I,2,0,0,0.1187384045,22,78,0,2,83,0.4832089552,0.5167910448,0.107606679,0.892393321
Surry County High,Surry County Public Schools,Surry County High Surry County Public Schools,37.08012,-76.903754,79,217,36.41,50.4,212.05,1191,18966,245,7709,28111,5961009,Medium Poverty,Non-Title I,2.7,13.5,0,0.4385964912,38,56,3,10.8,77.2,0.4824561404,0.5175438596,0.2368421053,0.7631578947
Surry Elementary,Surry County Public Schools,Surry Elementary Surry County Public Schools,37.079203,-76.902095,67,217,30.88,68.9,252.62,1484,12276,245,7709,21714,5485416,Medium Poverty,Title I,0,17.2,0,0.6541666667,45,52,0,20.7,52.66666667,0.4666666667,0.5333333333,0.1416666667,0.8583333333
Sussex Central Elementary,Sussex County Public Schools,Sussex Central Elementary Sussex County Public Schools,36.917975,-77.253561,107,432,24.77,88.1,455.16,946,1450,2244,15694,20334,9255082,High Poverty,Title I,4.4,4.4,0,0.444191344,44,51,0,8.9,62,0.4601366743,0.5398633257,0.1275626424,0.8724373576
Sussex Central High,Sussex County Public Schools,Sussex Central High Sussex County Public Schools,36.920172,-77.253781,93,310,30,87.9,287.72,43,1680,2244,15694,19661,5657006,High Poverty,Non-Title I,4.5,6.8,0,0.5416666667,41,43,4,25,68.8,0.4967948718,0.5032051282,0.1314102564,0.8685897436
Sussex Central Middle,Sussex County Public Schools,Sussex Central Middle Sussex County Public Schools,36.920314,-77.256083,53,233,22.75,88.1,229.5,0,4000,2244,15694,21938,5034755,High Poverty,Title I,0,11.1,0,0.625,34,59,0,7.4,69,0.4375,0.5625,0.1428571429,0.8571428571
Sutherland Elementary,Dinwiddie County Public Schools,Sutherland Elementary Dinwiddie County Public Schools,37.180418,-77.575347,94,511,18.4,58.2,551.96,879,8633,197,2355,12064,6658938,Medium Poverty,Title I,0,0,0,0.7959183673,58,40,2,4.9,63.75,0.4675324675,0.5324675325,0.07977736549,0.9202226345
Swans Creek Elementary,Prince William County Public Schools,Swans Creek Elementary Prince William County Public Schools,38.565912,-77.306708,91,599,15.19,58,612.94,972,8878,571,3640,14062,8618982,Medium Poverty,Title I,12,0,0,0.5882352941,50,46,2,18,59.25,0.4975450082,0.5024549918,0.1013071895,0.8986928105
Swansboro Elementary,Richmond City Public Schools,Swansboro Elementary Richmond City Public Schools,37.51128,-77.466527,67,172,38.95,100,168.05,1687,14592,3624,5962,25865,4346607,,,,,,0.6832298137,33,52,10,11.1,20.75,0.5403726708,0.4596273292,0.1180124224,0.8819875776
Swanson Middle,Arlington County Public Schools,Swanson Middle Arlington County Public Schools,38.883183,-77.13888,53,965,5.49,20,955.38,0,11692,968,7589,20249,19345726,Low Poverty,Non-Title I,2.3,1.1,1.1,0.2411642412,27,68,2,3.4,80.6,0.4792099792,0.5207900208,0.1382536383,0.8617463617
Swift Creek Elementary,Chesterfield County Public Schools,Swift Creek Elementary Chesterfield County Public Schools,37.451565,-77.659296,112,631,17.75,18,629.18,52,6497,543,4412,11504,7238387,Low Poverty,Non-Title I,0,0,0,0.2045088567,38,58,2,9.3,83.5,0.4911433172,0.5088566828,0.1497584541,0.8502415459
Swift Creek Middle,Chesterfield County Public Schools,Swift Creek Middle Chesterfield County Public Schools,37.441878,-77.644509,133,1104,12.05,20.1,1103.38,378,6844,543,4412,12177,13436002,Low Poverty,Non-Title I,5.7,2.3,1.1,0.2048736462,42,56,2,10.3,76.4,0.4783393502,0.5216606498,0.1236462094,0.8763537906
Swords Creek Elementary,Russell County Public Schools,Swords Creek Elementary Russell County Public Schools,37.04065,-81.920199,25,97,25.77,76.9,109.68,1625,8168,648,3877,14319,1570465,Medium Poverty,Title I,0,0,0,0.7289719626,46,54,0,0,82,0.5420560748,0.4579439252,,1
Sycamore Park Elementary,Culpeper County Public Schools,Sycamore Park Elementary Culpeper County Public Schools,38.485408,-77.990659,163,658,24.77,72.7,693.43,745,7877,745,2110,11477,7958322,Medium Poverty,Title I,10.9,7.8,4.7,0.6752873563,55,41,0,15.6,50.25,0.4770114943,0.5229885057,0.1034482759,0.8965517241
Sycolin Creek Elementary,Loudoun County Public Schools,Sycolin Creek Elementary Loudoun County Public Schools,39.038023,-77.57727,34,543,6.26,3.2,540.42,529,16800,13,2246,19588,10585586,Low Poverty,Non-Title I,3,1.5,0,0.06319702602,26,69,1,1.5,85,0.5074349442,0.4925650558,0.1096654275,0.8903345725
Sydnor Jennings Elementary,Halifax County Public Schools,Sydnor Jennings Elementary Halifax County Public Schools,36.924802,-79.014151,84,166,50.6,84.4,187.54,1041,9805,787,3555,15188,2848368,High Poverty,Title I,12.5,21.9,9.4,0.6432432432,53,47,0,9.4,54.25,0.4756756757,0.5243243243,0.172972973,0.827027027
T. Benton Gayle Middle,Stafford County Public Schools,T. Benton Gayle Middle Stafford County Public Schools,38.366751,-77.495987,179,939,19.06,33.3,902.61,411,8237,237,3487,12372,11166721,Medium Poverty,Non-Title I,9.6,15.1,6.8,0.302742616,44,48,1,16.4,62.8,0.4926004228,0.5073995772,0.1360759494,0.8639240506
T. Clay Wood Elementary,Prince William County Public Schools,T. Clay Wood Elementary Prince William County Public Schools,38.723336,-77.580239,61,838,7.28,12.5,838.72,629,8422,571,3640,13262,11123455,Low Poverty,Non-Title I,8.9,0,0,0.1414752116,29,71,0,3.6,83.75,0.4860943168,0.5139056832,0.1221281741,0.8778718259
T. Ryland Sanford Elementary,Newport News City Public Schools,T. Ryland Sanford Elementary Newport News City Public Schools,37.111093,-76.544217,52,513,10.14,76.4,513.61,552,7336,1313,3686,12887,6618982,Medium Poverty,Title I,2.9,2.9,0,0.5731225296,36,47,3,0,48.25,0.484,0.516,0.07312252964,0.9268774704
Tabb Elementary,York County Public Schools,Tabb Elementary York County Public Schools,37.11351,-76.431289,49,636,7.7,17.3,662.88,343,4455,19,2934,7751,5138226,Low Poverty,Non-Title I,4.4,0,0,0.1340057637,42,54,0,4.4,91,0.4740634006,0.5259365994,0.0734870317,0.9265129683
Tabb High,York County Public Schools,Tabb High York County Public Schools,37.123836,-76.433784,133,1065,12.49,16,1067.58,292,7103,19,2934,10347,11046603,Low Poverty,Non-Title I,4.3,0,0,0.1855955679,34,60,2,3.2,89.6,0.5078485688,0.4921514312,0.1034164358,0.8965835642
Tabb Middle,York County Public Schools,Tabb Middle York County Public Schools,37.124936,-76.450603,88,888,9.91,25.6,887.42,442,9837,19,2934,13232,11742567,Low Poverty,Non-Title I,6.3,7.9,0,0.2325842697,32,64,2,6.3,86.4,0.4696629213,0.5303370787,0.1235955056,0.8764044944
Tallwood Elementary,Virginia Beach City Public Schools,Tallwood Elementary Virginia Beach City Public Schools,36.779342,-76.196998,81,563,14.39,40.5,572.27,1231,12199,0,0,13431,7685952,Medium Poverty,Non-Title I,4.1,6.1,0,0.4769503546,39,57,0,8.2,86.25,0.5124113475,0.4875886525,0.1241134752,0.8758865248
Tallwood High,Virginia Beach City Public Schools,Tallwood High Virginia Beach City Public Schools,36.784642,-76.182833,448,1804,24.83,38.9,1809.7,1165,11465,0,0,12631,22858000,Medium Poverty,Non-Title I,3.1,2.3,0,0.462962963,45,53,1,6.2,81.2,0.5166212534,0.4833787466,0.1307189542,0.8692810458
Tangier Combined,Accomack County Public Schools,Tangier Combined Accomack County Public Schools,37.827394,-75.993759,10,42,23.81,91.3,45.71,1193,18366,588,3206,23353,1067465,High Poverty,Non-Title I,0,16.7,0,0.2857142857,86,14,0,0,70.8,0.4523809524,0.5476190476,,1
Tanners Creek Elementary,Norfolk City Public Schools,Tanners Creek Elementary Norfolk City Public Schools,36.900357,-76.233249,206,508,40.55,96,547.2,1937,7717,645,3545,13843,7575008,High Poverty,Title I,2.2,0,0,0.7290909091,60,36,2,6.7,42,0.4636363636,0.5363636364,0.1072727273,0.8927272727
Tappahannock Elementary,Essex County Public Schools,Tappahannock Elementary Essex County Public Schools,37.931841,-76.861734,62,607,10.21,100,620.18,639,7067,945,4730,13381,8298464,High Poverty,Title I,2,4.1,0,0.2557692308,53,47,0,10.2,54.5,0.4692307692,0.5307692308,0.06153846154,0.9384615385
Tarrallton Elementary,Norfolk City Public Schools,Tarrallton Elementary Norfolk City Public Schools,36.925802,-76.221336,86,295,29.15,52.7,326.08,1253,9027,645,3545,14470,4718492,Medium Poverty,Non-Title I,3.2,0,0,0.2098765432,42,55,0,6.5,63.5,0.4969135802,0.5030864198,0.1327160494,0.8672839506
Taylor Elementary,Arlington County Public Schools,Taylor Elementary Arlington County Public Schools,38.906793,-77.113652,12,518,2.32,4.7,523.19,79,11576,968,7589,20212,10574929,Low Poverty,Non-Title I,9.8,4.9,0,0.07992202729,35,56,7,2.4,82,0.4424951267,0.5575048733,0.1189083821,0.8810916179
Tazewell High,Tazewell County Public Schools,Tazewell High Tazewell County Public Schools,37.124942,-81.50506,166,485,34.23,53.2,492.78,355,6997,587,2979,10918,5379995,Medium Poverty,Non-Title I,17.2,21.9,6.3,0.5953307393,50,47,0,12.5,91.8,0.4883268482,0.5116731518,0.2062256809,0.7937743191
Tazewell Intermediate,Tazewell County Public Schools,Tazewell Intermediate Tazewell County Public Schools,37.131798,-81.532829,111,353,31.44,86.6,353.56,1184,5099,587,2979,9848,3481951,High Poverty,Title I,16,4,0,0.6591549296,65,35,0,8,72,0.4478873239,0.5521126761,0.185915493,0.814084507
Tazewell Middle,Tazewell County Public Schools,Tazewell Middle Tazewell County Public Schools,37.128575,-81.485612,135,360,37.5,56.6,363.08,487,7674,587,2979,11727,4257720,Medium Poverty,Non-Title I,11.4,11.4,2.3,0.6475409836,47,47,2,2.3,69.2,0.4918032787,0.5081967213,0.1639344262,0.8360655738
Temperance Elementary,Amherst County Public Schools,Temperance Elementary Amherst County Public Schools,37.693073,-79.081728,3,95,3.16,47.1,96.81,1571,9273,329,3183,14357,1389860,Medium Poverty,Title I,5.9,0,0,0.4315789474,37,58,0,0,73.25,0.5052631579,0.4947368421,0.1157894737,0.8842105263
Terra Centre Elementary,Fairfax County Public Schools,Terra Centre Elementary Fairfax County Public Schools,38.785387,-77.29776,33,602,5.48,9.5,620.66,661,9673,694,6054,17082,10602349,Low Poverty,Non-Title I,4.1,2,0,0.1160130719,29,67,2,8.2,86.66666667,0.4754901961,0.5245098039,0.204248366,0.795751634
Terraset Elementary,Fairfax County Public Schools,Terraset Elementary Fairfax County Public Schools,38.936039,-77.343166,70,572,12.24,31.9,589.26,671,12154,694,6054,19573,11533389,Medium Poverty,Non-Title I,3.4,0,0,0.3119730185,38,62,0,8.5,70.66666667,0.4519392917,0.5480607083,0.1939291737,0.8060708263
Thalia Elementary,Virginia Beach City Public Schools,Thalia Elementary Virginia Beach City Public Schools,36.846509,-76.121666,136,538,25.28,50.8,534.31,1486,12573,0,0,14059,7511904,Medium Poverty,Non-Title I,2.5,0,0,0.5404411765,44,54,2,7.5,72,0.4696132597,0.5303867403,0.07352941176,0.9264705882
The Nokesville School,Prince William County Public Schools,The Nokesville School Prince William County Public Schools,38.688262,-77.568471,201,1147,17.52,17.8,1143.07,223,7841,571,3640,12276,14031934,Low Poverty,Non-Title I,6,11.9,0,0.2067137809,37,56,0,3.6,73.2,0.4756852343,0.5243147657,0.1272084806,0.8727915194
Thelma Crenshaw Elementary,Chesterfield County Public Schools,Thelma Crenshaw Elementary Chesterfield County Public Schools,37.41657,-77.61003,125,650,19.23,46.3,672.13,365,6596,543,4412,11916,8009278,Medium Poverty,Title I,7,0,0,0.4517087667,34,61,0,5.3,50.75,0.4903417533,0.5096582467,0.1426448737,0.8573551263
Thomas C. Boushall Middle,Richmond City Public Schools,Thomas C. Boushall Middle Richmond City Public Schools,37.472857,-77.469297,102,429,23.78,100,427.97,1057,13691,3624,5962,24334,10414110,,,,,,0.6901098901,45,50,4,26.4,29.4,0.4571428571,0.5428571429,0.210989011,0.789010989
Thomas C. McSwain Elementary,Staunton City Public Schools,Thomas C. McSwain Elementary Staunton City Public Schools,38.163677,-79.057405,82,424,19.34,35.1,417.69,1013,7620,1308,3745,13687,5716931,Medium Poverty,Title I,3.3,0,0,0.2470588235,48,48,0,0,78.33333333,0.48,0.52,0.1082352941,0.8917647059
Thomas Dale High,Chesterfield County Public Schools,Thomas Dale High Chesterfield County Public Schools,37.361121,-77.436084,614,2546,24.12,34.5,2477.82,412,6216,543,4412,11583,28699550,Medium Poverty,Non-Title I,7.2,4.4,1.7,0.3299650214,45,52,2,9.4,63.6,0.5223474543,0.4776525457,0.1379712398,0.8620287602
Thomas Eaton Middle,Hampton City Public Schools,Thomas Eaton Middle Hampton City Public Schools,37.048774,-76.384921,61,550,11.09,53.2,550.79,511,9289,446,2738,12984,7151404,Medium Poverty,Non-Title I,2.1,0,0,0.4246823956,44,44,6,14.9,67.4,0.500907441,0.499092559,0.1197822142,0.8802177858
Thomas Harrison Middle,Harrisonburg City Public Schools,Thomas Harrison Middle Harrisonburg City Public Schools,38.452441,-78.891065,149,700,21.29,66.2,694.74,961,10094,625,3535,15215,10570463,High Poverty,Non-Title I,0,12.7,0,0.6264367816,46,49,3,9.9,50,0.5014367816,0.4985632184,0.1005747126,0.8994252874
Thomas Hunter Middle,Mathews County Public Schools,Thomas Hunter Middle Mathews County Public Schools,37.438648,-76.329785,61,295,20.68,45.2,292.65,94,11682,74,4323,16173,4732934,Medium Poverty,Non-Title I,6.9,0,0,0.5189003436,42,58,0,6.9,59.2,0.4845360825,0.5154639175,0.1374570447,0.8625429553
Thomas Jefferson Elementary,Louisa County Public Schools,Thomas Jefferson Elementary Louisa County Public Schools,37.994497,-77.962565,55,593,9.27,57.9,645.12,624,10287,448,3090,14449,9321549,Medium Poverty,Title I,9.5,3.2,3.2,0.5842349304,52,42,1,7.9,70.75,0.5054095827,0.4945904173,0.1576506955,0.8423493045
Thomas Jefferson Elementary,Bedford County Public Schools,Thomas Jefferson Elementary Bedford County Public Schools,37.356828,-79.288139,46,496,9.27,21.6,526.78,236,7452,28,3585,11301,5952964,Low Poverty,Non-Title I,0,2.4,0,0.241509434,56,44,0,4.8,81,0.4830188679,0.5169811321,0.09245283019,0.9075471698
Thomas Jefferson High,Richmond City Public Schools,Thomas Jefferson High Richmond City Public Schools,37.571295,-77.486393,197,863,22.83,100,709.75,710,10576,3624,5962,20872,14813753,,,,,,0.5220264317,34,61,2,18,52.4,0.5352422907,0.4647577093,0.1806167401,0.8193832599
Thomas Jefferson High for Science and Technology,Fairfax County Public Schools,Thomas Jefferson High for Science and Technology Fairfax County Public Schools,38.818161,-77.168419,90,1891,4.76,1.8,,,,,,,,Low Poverty,Non-Title I,1.6,3.9,0,0.07615546218,18,61,20,6.2,99.75,0.4227129338,0.5772870662,0.01260504202,0.987394958
Thomas Walker High,Lee County Public Schools,Thomas Walker High Lee County Public Schools,36.647687,-83.40823,52,276,18.84,94.5,277.88,1364,8487,951,2773,13575,3772284,High Poverty,Non-Title I,2.9,14.3,0,0.5916955017,63,26,0,8.6,63,0.491349481,0.508650519,0.214532872,0.785467128
